	seqid	db	taxid	lineage
UniRef100_A0A1I3GI56	A0A1I3GI56	uniprot	1881055	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;unclassified Nitrosomonas
UniRef100_A0A2Z6AYN8	A0A2Z6AYN8	uniprot	241368	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
UniRef100_A0A177MIM8	A0A177MIM8	uniprot	421	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas
UniRef100_A0A1Y3A2N4	A0A1Y3A2N4	uniprot	1880899	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Crenotrichaceae;Crenothrix;unclassified Crenothrix
UniRef100_A0A3G1KVK7	A0A3G1KVK7	uniprot	1761012	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Candidatus Formimonas
UniRef100_B9E3D5	B9E3D5	uniprot	583346	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium kluyveri
UniRef100_A0A0M0SKF3	A0A0M0SKF3	uniprot	1704290	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Hapalosiphonaceae;Hapalosiphon;unclassified Hapalosiphon
UniRef100_A0A1M3N6C8	A0A1M3N6C8	uniprot	1895795	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Myxococcales;unclassified Myxococcales
UniRef100_A0A250KWM5	A0A250KWM5	uniprot	1432792	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum
UniRef100_A0A2W7IJG3	A0A2W7IJG3	uniprot	990373	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Humitalea
UniRef100_A0A7C4R520	A0A7C4R520	uniprot	2049433	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;unclassified Desulfobacteraceae
UniRef100_A0A133MWE7	A0A133MWE7	uniprot	1502	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium
UniRef100_A0A371IS49	A0A371IS49	uniprot	2020948	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Romboutsia
UniRef100_B9E0R5	B9E0R5	uniprot	583346	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium kluyveri
UniRef100_A0A8A8TIY3	A0A8A8TIY3	uniprot		
UniRef100_A0A1Q9HRW8	A0A1Q9HRW8	uniprot	1381081	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
UniRef100_A0A264T7N0	A0A264T7N0	uniprot	875932	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium
UniRef100_A0A3N5TUF0	A0A3N5TUF0	uniprot	2026735	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;unclassified Deltaproteobacteria
UniRef100_A0A7X8EAT2	A0A7X8EAT2	uniprot	2044939	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;unclassified Clostridia
UniRef100_A0A011NFC2	A0A011NFC2	uniprot	1454000	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteria incertae sedis;Candidatus Accumulibacter;unclassified Candidatus Accumulibacter
UniRef100_A0A2P5NAG3	A0A2P5NAG3	uniprot	418	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;unclassified Methylomonas
UniRef100_A0A364NTA9	A0A364NTA9	uniprot	2053833	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum
UniRef100_A0A3D4XQF8	A0A3D4XQF8	uniprot	1933926	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;unclassified Methylococcaceae
UniRef100_A0A0J1FCK3	A0A0J1FCK3	uniprot	999898	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;unclassified Peptococcaceae
UniRef100_A0A1J0AA75	A0A1J0AA75	uniprot	1188229	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Gloeomargaritales;Gloeomargaritaceae;Gloeomargarita;Gloeomargarita lithophora
UniRef100_A0A212L0M4	A0A212L0M4	uniprot	167968	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;environmental samples
UniRef100_A0A6I1ECH2	A0A6I1ECH2	uniprot	1944635	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella
UniRef100_A0A838DHX5	A0A838DHX5	uniprot	2201154	cellular organisms;Bacteria;PVC group;Verrucomicrobia;Spartobacteria;Chthoniobacterales;unclassified Chthoniobacterales
UniRef100_A0A3N9VAW4	A0A3N9VAW4	uniprot	39769	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus;unclassified Methylococcus
UniRef100_A0A6J4QT01	A0A6J4QT01	uniprot	349277	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;environmental samples
UniRef100_A0A5P9BCC1	A0A5P9BCC1	uniprot	2587865	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;unclassified Vibrio
UniRef100_A0A7Y4FMF1	A0A7Y4FMF1	uniprot	29498	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio oreintalis group
UniRef100_A0A1V2YDY1	A0A1V2YDY1	uniprot	1884657	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Epulopiscium;unclassified Epulopiscium
UniRef100_A0A1N6HCC9	A0A1N6HCC9	uniprot	1121457	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Halodesulfovibrio;Halodesulfovibrio marinisediminis
UniRef100_A0A845YVT1	A0A845YVT1	uniprot	2607804	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Oscillatoriaceae;Okeania;unclassified Okeania
UniRef100_A0A4R3PSR9	A0A4R3PSR9	uniprot	50338	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Rhizobium
UniRef100_A0A528VWA9	A0A528VWA9	uniprot	1871066	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;unclassified Mesorhizobium
UniRef100_A0A7T7Z4C9	A0A7T7Z4C9	uniprot		
UniRef100_B8IRL1	B8IRL1	uniprot	460265	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium nodulans
UniRef100_Q2YD29	Q2YD29	uniprot	323848	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;Nitrosospira multiformis
UniRef100_A0A1G7UPY9	A0A1G7UPY9	uniprot	83401	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Roseospirillum
UniRef100_A0A1W1I926	A0A1W1I926	uniprot	1325564	cellular organisms;Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira
UniRef100_A0A2G6FLX9	A0A2G6FLX9	uniprot	2026735	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;unclassified Deltaproteobacteria
UniRef100_A0A2G6MAJ0	A0A2G6MAJ0	uniprot	894	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus
UniRef100_A0A2G6MZB0	A0A2G6MZB0	uniprot	2044940	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;unclassified Desulfobacterales
UniRef100_A0A2G6NMV0	A0A2G6NMV0	uniprot	2026735	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;unclassified Deltaproteobacteria
UniRef100_A0A2G6R7R4	A0A2G6R7R4	uniprot	1872629	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;unclassified Arcobacter
UniRef100_A0A4Q1AQK5	A0A4Q1AQK5	uniprot	1462615	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Halarcobacter
UniRef100_A0A512H351	A0A512H351	uniprot	478448	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pararhodospirillum
UniRef100_A0A518B1R2	A0A518B1R2	uniprot	2527975	cellular organisms;Bacteria;PVC group;Planctomycetota;unclassified Planctomycetota
UniRef100_A0A6H3FB81	A0A6H3FB81	uniprot	571438	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
UniRef100_A0A6P1ZMR0	A0A6P1ZMR0	uniprot	370038	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Oceanidesulfovibrio
UniRef100_A0A847NQW1	A0A847NQW1	uniprot	2268179	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;unclassified Campylobacteraceae
UniRef100_E1JWZ9	E1JWZ9	uniprot	596151	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Solidesulfovibrio;Solidesulfovibrio fructosivorans
UniRef100_A0A379D7B2	A0A379D7B2	uniprot	61647	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pluralibacter
UniRef100_D7DWV2	D7DWV2	uniprot	551115	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Trichormus;Trichormus azollae
UniRef100_A0A1Q4RP66	A0A1Q4RP66	uniprot	1137096	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Calotrichaceae;Calothrix;unclassified Calothrix
UniRef100_A0A0F2RWM9	A0A0F2RWM9	uniprot	1629718	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified Rhodospirillaceae
UniRef100_A0A0G3CQY0	A0A0G3CQY0	uniprot	82985	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Budviciaceae;Pragia
UniRef100_A0A0W8G5B3	A0A0W8G5B3	uniprot	938273	unclassified entries;unclassified sequences;metagenomes;ecological metagenomes
UniRef100_A0A167B0K0	A0A167B0K0	uniprot	1442136	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Ectothiorhodospira;unclassified Ectothiorhodospira
UniRef100_A0A1G0CRJ2	A0A1G0CRJ2	uniprot	1798247	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;unclassified Nitrosomonadales
UniRef100_A0A1H5WQ31	A0A1H5WQ31	uniprot	96773	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera
UniRef100_A0A1M3M047	A0A1M3M047	uniprot	1895778	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;unclassified Magnetospirillum
UniRef100_A0A212Q080	A0A212Q080	uniprot	1074	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Rhodoblastus
UniRef100_A0A272EQ87	A0A272EQ87	uniprot	857335	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Candidatus Dactylopiibacterium
UniRef100_A0A290ZPY4	A0A290ZPY4	uniprot	2005884	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;unclassified Thauera
UniRef100_A0A2C6DUH2	A0A2C6DUH2	uniprot	82979	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Budviciaceae;Budvicia
UniRef100_A0A2N3PWG4	A0A2N3PWG4	uniprot	382514	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Telmatospirillum
UniRef100_A0A2U1TP56	A0A2U1TP56	uniprot	1508507	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Brenneria;Brenneria roseae
UniRef100_A0A2U1UB27	A0A2U1UB27	uniprot	2173106	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Brenneria;unclassified Brenneria
UniRef100_A0A2U1W152	A0A2U1W152	uniprot	716789	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;unclassified Azospirillum
UniRef100_A0A3R6AXP8	A0A3R6AXP8	uniprot	139438	cellular organisms;Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Geovibrionaceae;Geovibrio
UniRef100_A0A3S0XBV5	A0A3S0XBV5	uniprot	92933	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum
UniRef100_A0A443ILI8	A0A443ILI8	uniprot	2306993	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sinirhodobacter
UniRef100_A0A443JGD4	A0A443JGD4	uniprot	2306993	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sinirhodobacter
UniRef100_A0A4S4AXC8	A0A4S4AXC8	uniprot	2565932	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus
UniRef100_A0A4S4AZ83	A0A4S4AZ83	uniprot	2565930	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus
UniRef100_A0A4U0QSG2	A0A4U0QSG2	uniprot	2571148	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chitiniphilus
UniRef100_A0A525BXK5	A0A525BXK5	uniprot	885	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;unclassified Desulfovibrio
UniRef100_A0A560BJS5	A0A560BJS5	uniprot	192	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum
UniRef100_A0A562I002	A0A562I002	uniprot	116849	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter group;Azomonas
UniRef100_A0A5J5FWP8	A0A5J5FWP8	uniprot	2590031	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Affinibrenneria
UniRef100_A0A6A8QBT4	A0A6A8QBT4	uniprot	2079197	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Telmatospirillum;unclassified Telmatospirillum
UniRef100_A0A6J4FQP7	A0A6J4FQP7	uniprot	2681465	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;unclassified Magnetospirillum
UniRef100_A0A7C9UYH6	A0A7C9UYH6	uniprot	908842	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum aberrantis
UniRef100_A0A7K1KKP6	A0A7K1KKP6	uniprot	2661613	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Pseudodesulfovibrio
UniRef100_A0A7M3MER0	A0A7M3MER0	uniprot	54767	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Oceanidesulfovibrio
UniRef100_A0A7Y5S461	A0A7Y5S461	uniprot	2026778	cellular organisms;Bacteria;PVC group;Planctomycetota;Phycisphaerae;unclassified Phycisphaerae
UniRef100_A0A833GPK6	A0A833GPK6	uniprot	1917218	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;Dechloromonas;unclassified Dechloromonas
UniRef100_A0A839T228	A0A839T228	uniprot	69962	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter group;Azomonas
UniRef100_A0A840GKN2	A0A840GKN2	uniprot	1066	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rhodocyclus
UniRef100_C1DGE6	C1DGE6	uniprot	322710	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter group;Azotobacter;Azotobacter vinelandii
UniRef100_E1JWZ8	E1JWZ8	uniprot	596151	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Solidesulfovibrio;Solidesulfovibrio fructosivorans
UniRef100_E6VPD2	E6VPD2	uniprot	652103	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Rhodopseudomonas;Rhodopseudomonas palustris
UniRef100_H8FVQ3	H8FVQ3	uniprot	1150626	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum molischianum
UniRef100_N6Y357	N6Y357	uniprot	1123367	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;Thauera linaloolentis
UniRef100_N6YEU5	N6YEU5	uniprot	305700	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;unclassified Thauera
UniRef100_V6F8S0	V6F8S0	uniprot	431944	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum gryphiswaldense
UniRef100_A0A1M7UEN5	A0A1M7UEN5	uniprot	1437360	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium
UniRef100_A0A1T4LGC5	A0A1T4LGC5	uniprot	225324	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiales incertae sedis;Enhydrobacter
UniRef100_A0A3S0HJ88	A0A3S0HJ88	uniprot	2072420	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;unclassified Bradyrhizobiaceae
UniRef100_A0A7S9CS34	A0A7S9CS34	uniprot	83637	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium
UniRef100_A0A4R1BEJ0	A0A4R1BEJ0	uniprot	2528202	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Parasulfuritortus
UniRef100_A0A4Y3TD59	A0A4Y3TD59	uniprot	876	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
UniRef100_A0A1N7C237	A0A1N7C237	uniprot	1907416	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;unclassified Aeromonas
UniRef100_L0R9N1	L0R9N1	uniprot	1121451	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Maridesulfovibrio;Maridesulfovibrio hydrothermalis
UniRef100_A0A2V6Q1W4	A0A2V6Q1W4	uniprot	2053607	cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Candidatus Rokubacteria;unclassified Candidatus Rokubacteria
UniRef100_B8IEI5	B8IEI5	uniprot	460265	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium nodulans
UniRef100_A0A1X1Q4Y0	A0A1X1Q4Y0	uniprot	1240085	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Anaerovibrio;unclassified Anaerovibrio
UniRef100_A0A2G2HG50	A0A2G2HG50	uniprot	1872629	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;unclassified Arcobacter
UniRef100_A0A329ZW13	A0A329ZW13	uniprot	2004995	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;unclassified Helicobacter
UniRef100_A0A2G6MF16	A0A2G6MF16	uniprot	894	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus
UniRef100_A0A7W8G7Z4	A0A7W8G7Z4	uniprot	744515	cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema
UniRef100_A0A0U1NTS1	A0A0U1NTS1	uniprot	1499688	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Neobacillus
UniRef100_I0GMG1	I0GMG1	uniprot	927704	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;Selenomonas ruminantium;Selenomonas ruminantium subsp. lactilytica
UniRef100_A0A1E4Q9P7	A0A1E4Q9P7	uniprot	267869	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Microcystaceae;Microcystis;Microcystis aeruginosa
UniRef100_A0A433NKG6	A0A433NKG6	uniprot	211165	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Chlorogloeopsidaceae;Chlorogloeopsis;Chlorogloeopsis fritschii
UniRef100_A0A2L0ELU8	A0A2L0ELU8	uniprot	56	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Myxococcales;Sorangiineae;Polyangiaceae;Sorangium
